96;119
96;119
36;52
36;52
52;56
52;56
32;44
32;44
42;47
42;47
16;16
16;16
16;16
16;16
16;16
16;16
16;16
16;16
16;16
16;16
16;16
16;16
16;16
16;16
16;16
16;16
16;16
16;16
16;16
16;16
16;16
16;16
16;16
16;16
16;16
16;16
16;16
16;16
16;16
16;16
16;16
16;16
16;16
16;16
16;16
16;16
60;61
60;61
42;53
42;53
42;53
42;53
36;57
36;57
24;48
24;48
6;26
6;26
6;26
6;26
62;88
62;88
42;47
42;47
78;87
78;87
44;57
44;57
76;95
76;95
30;10
30;10
72;68
72;68
46;43
46;43
76;77
76;77
56;65
56;65
86;86
86;86
48;65
48;65
78;81
78;81
44;45
44;45
92;99
92;99
82;84
82;84
90;95
90;95
82;84
82;84
6;26
6;26
110;119
110;119
86;98
86;98
92;111
92;111
74;96
74;96
6;26
6;26
6;26
6;26
104;0
104;0
98;123
98;123
98;123
98;123
92;105
92;105
92;105
92;105
8;26
8;26
8;26
8;26
122;139
122;139
100;110
100;110
86;86
86;86
100;104
100;104
100;104
100;104
100;104
100;104
92;93
92;93
116;132
116;132
78;99
78;99
116;132
116;132
122;132
122;132
114;121
114;121
114;121
114;121
2006;88
2006;88
2116;141
2116;141
2088;143
2088;143
2072;176
2072;176
2102;0
2102;0
1970;0
1970;0
1970;0
1970;0
2080;41
2080;41
2080;41
2080;41
2094;0
2094;0
2080;207
2080;207
2066;122
2066;122
2094;148
2094;148
1966;116
1966;116
1966;116
1966;116
2070;208
2070;208
2076;60
2076;60
2076;60
2076;60
2076;60
2076;60
2084;0
2084;0
1968;127
1968;127
1968;127
1968;127
1962;0
1962;0
2126;153
2126;153
2092;125
2092;125
2074;109
2074;109
2074;109
2074;109
2090;0
2090;0
1968;96
1968;96
1968;96
1968;96
1968;96
1968;96
2080;115
2080;115
2098;96
2098;96
2090;240
2090;240
2070;0
2070;0
2080;97
2080;97
1962;0
1962;0
1962;0
1962;0
2216;279
2216;279
2074;125
2074;125
2114;201
2114;201
2098;96
2098;96
2098;96
2098;96
1968;96
1968;96
1968;96
1968;96
1960;0
1960;0
2050;243
2050;243
2088;190
2088;190
2082;141
2082;141
2082;141
2082;141
2100;153
2100;153
1980;199
1980;199
1964;0
1964;0
1964;0
1964;0
2080;304
2080;304
2080;304
2080;304
2080;304
2080;304
2080;304
2080;304
2100;0
2100;0
1966;0
1966;0
1966;0
1966;0
1966;0
1966;0
2068;161
2068;161
2068;161
2068;161
2090;155
2090;155
2080;234
2080;234
2080;234
2080;234
2080;234
2080;234
1958;115
1958;115
2160;207
2160;207
2094;0
2094;0
2068;192
2068;192
2102;152
2102;152
2102;152
2102;152
2090;207
2090;207
1976;0
1976;0
2172;0
2172;0
2078;171
2078;171
2072;167
2072;167
2072;167
2072;167
2078;210
2078;210
2090;114
2090;114
1962;0
1962;0
2122;183
2122;183
2056;0
2056;0
2078;182
2078;182
2062;134
2062;134
2102;33
2102;33
2080;134
2080;134
2106;182
2106;182
2244;0
2244;0
2064;0
2064;0
2092;207
2092;207
2092;207
2092;207
2076;0
2076;0
2076;0
2076;0
2100;0
2100;0
1964;0
1964;0
2072;115
2072;115
2096;171
2096;171
2080;189
2080;189
2070;102
2070;102
2088;0
2088;0
2088;0
2088;0
1978;110
1978;110
2116;44
2116;44
2090;216
2090;216
2080;189
2080;189
2036;168
2036;168
2076;106
2076;106
2076;106
2076;106
2086;0
2086;0
1962;88
1962;88
2096;210
2096;210
2096;210
2096;210
2086;172
2086;172
2086;172
2086;172
2076;161
2076;161
2076;161
2076;161
1966;53
1966;53
2092;68
2092;68
2070;0
2070;0
2076;173
2076;173
2076;173
2076;173
2068;105
2068;105
2092;205
2092;205
1964;0
1964;0
2148;269
2148;269
2108;154
2108;154
2108;154
2108;154
2080;0
2080;0
2080;0
2080;0
2074;205
2074;205
1966;79
1966;79
2162;0
2162;0
2082;71
2082;71
2088;210
2088;210
2058;124
2058;124
2104;183
2104;183
2104;183
2104;183
1962;88
1962;88
2082;255
2082;255
2068;105
2068;105
2074;196
2074;196
2058;107
2058;107
2086;0
2086;0
2074;196
2074;196
2094;230
2094;230
1966;0
1966;0
2042;86
2042;86
2054;0
2054;0
2080;0
2080;0
2080;0
2080;0
2062;116
2062;116
2074;140
2074;140
1966;0
1966;0
2100;248
2100;248
2092;139
2092;139
2092;139
2092;139
2092;139
2092;139
2092;139
2092;139
2072;155
2072;155
1968;0
1968;0
1968;0
1968;0
2080;49
2080;49
2090;95
2090;95
2090;95
2090;95
2076;173
2076;173
2060;201
2060;201
2076;238
2076;238
2058;107
2058;107
2022;184
2022;184
2084;174
2084;174
2062;116
2062;116
2082;34
2082;34
2082;34
2082;34
2070;53
2070;53
2070;53
2070;53
1962;66
1962;66
2214;369
2214;369
2092;139
2092;139
2076;184
2076;184
2076;184
2076;184
2068;85
2068;85
2068;85
2068;85
2068;85
2068;85
2062;0
2062;0
2050;161
2050;161
2058;0
2058;0
2088;0
2088;0
2088;0
2088;0
2110;66
2110;66
2064;0
2064;0
2056;246
2056;246
2076;123
2076;123
1966;0
1966;0
2080;131
2080;131
2108;94
2108;94
2108;94
2108;94
2096;52
2096;52
2052;0
2052;0
2072;207
2072;207
2086;104
2086;104
2048;125
2048;125
2036;99
2036;99
2054;0
2054;0
2040;0
2040;0
2096;132
2096;132
2072;0
2072;0
2080;207
2080;207
2068;85
2068;85
1960;0
1960;0
2080;156
2080;156
2080;156
2080;156
2090;207
2090;207
2096;81
2096;81
2080;0
2080;0
2080;0
2080;0
2068;148
2068;148
2026;81
2026;81
2026;81
2026;81
2040;90
2040;90
2070;0
2070;0
2084;150
2084;150
2110;106
2110;106
2082;141
2082;141
2072;40
2072;40
1974;56
1974;56
1974;56
1974;56
2080;0
2080;0
2056;141
2056;141
2076;161
2076;161
2092;125
2092;125
2074;109
2074;109
2088;226
2088;226
2024;191
2024;191
2050;62
2050;62
2038;127
2038;127
2066;0
2066;0
2072;142
2072;142
2072;142
2072;142
2072;142
2072;142
2066;174
2066;174
2058;0
2058;0
1962;0
1962;0
2072;155
2072;155
2060;0
2060;0
2096;201
2096;201
2068;201
2068;201
2104;82
2104;82
2074;230
2074;230
2090;95
2090;95
2068;0
2068;0
2076;173
2076;173
2096;0
2096;0
2096;0
2096;0
2080;115
2080;115
2080;115
2080;115
2068;201
2068;201
2100;166
2100;166
1964;0
1964;0
2068;85
2068;85
2090;114
2090;114
2064;166
2064;166
2120;138
2120;138
2104;121
2104;121
2090;178
2090;178
2122;102
2122;102
2068;259
2068;259
2062;132
2062;132
2070;53
2070;53
2076;194
2076;194
2098;131
2098;131
2098;131
2098;131
2062;132
2062;132
2074;0
2074;0
1962;106
1962;106
2042;250
2042;250
2102;205
2102;205
2112;122
2112;122
2104;82
2104;82
2104;82
2104;82
2104;82
2104;82
2120;89
2120;89
2056;254
2056;254
2034;0
2034;0
2102;123
2102;123
2086;172
2086;172
2100;153
2100;153
2086;84
2086;84
2086;84
2086;84
2112;0
2112;0
2080;0
2080;0
1962;121
1962;121
2112;137
2112;137
2084;205
2084;205
2084;205
2084;205
2084;205
2084;205
2092;177
2092;177
2110;177
2110;177
2082;0
2082;0
2040;151
2040;151
2078;83
2078;83
2078;83
2078;83
2078;83
2078;83
2086;122
2086;122
2086;122
2086;122
2060;0
2060;0
2060;0
2060;0
1964;0
1964;0
2076;204
2076;204
2094;164
2094;164
2088;119
2088;119
2088;119
2088;119
2088;119
2088;119
2076;20
2076;20
2128;110
2128;110
2040;203
2040;203
2048;0
2048;0
2068;0
2068;0
2078;104
2078;104
2072;0
2072;0
2054;208
2054;208
2096;229
2096;229
2074;0
2074;0
1968;0
1968;0
2104;229
2104;229
2070;102
2070;102
2070;102
2070;102
2070;102
2070;102
2094;151
2094;151
2102;0
2102;0
2092;177
2092;177
2016;104
2016;104
2034;0
2034;0
2088;80
2088;80
2104;183
2104;183
2104;183
2104;183
2094;173
2094;173
2066;185
2066;185
2088;51
2088;51
1966;53
1966;53
1956;117
1956;117
2074;196
2074;196
2086;84
2086;84
2080;131
2080;131
2080;131
2080;131
2058;184
2058;184
2080;0
2080;0
2066;139
2066;139
2048;140
2048;140
2062;0
2062;0
2070;82
2070;82
2088;210
2088;210
2110;0
2110;0
2086;150
2086;150
2068;183
2068;183
2068;183
2068;183
1966;0
1966;0
2092;232
2092;232
2080;79
2080;79
2080;79
2080;79
2080;79
2080;79
2066;92
2066;92
2102;0
2102;0
2078;136
2078;136
2056;128
2056;128
2046;46
2046;46
2016;170
2016;170
2066;176
2066;176
2084;91
2084;91
2064;198
2064;198
2072;199
2072;199
2066;92
2066;92
1974;143
1974;143
1958;113
1958;113
2114;0
2114;0
2114;0
2114;0
2088;135
2088;135
2078;149
2078;149
2090;218
2090;218
2090;218
2090;218
2072;117
2072;117
2052;135
2052;135
2076;0
2076;0
2094;186
2094;186
2094;186
2094;186
2086;108
2086;108
2086;108
2086;108
2086;108
2086;108
1980;86
1980;86
2028;0
2028;0
2094;89
2094;89
2094;89
2094;89
2094;89
2094;89
2080;0
2080;0
2086;0
2086;0
2116;148
2116;148
2072;257
2072;257
2038;96
2038;96
2088;0
2088;0
2102;197
2102;197
2090;180
2090;180
2090;180
2090;180
2090;180
2090;180
2066;196
2066;196
2054;225
2054;225
1968;0
1968;0
2074;74
2074;74
2118;258
2118;258
2088;148
2088;148
2114;0
2114;0
2114;0
2114;0
2108;181
2108;181
2082;116
2082;116
2106;84
2106;84
2060;0
2060;0
2080;55
2080;55
2088;85
2088;85
2102;155
2102;155
2102;155
2102;155
2066;154
2066;154
2088;173
2088;173
1972;0
1972;0
2042;183
2042;183
2104;175
2104;175
2082;190
2082;190
2082;190
2082;190
2082;190
2082;190
2082;190
2082;190
2102;141
2102;141
2066;36
2066;36
2040;34
2040;34
2064;76
2064;76
2092;73
2092;73
2108;98
2108;98
2084;232
2084;232
2084;232
2084;232
2058;0
2058;0
1966;0
1966;0
1960;109
1960;109
2088;135
2088;135
2072;47
2072;47
2092;177
2092;177
2092;177
2092;177
2104;0
2104;0
2114;150
2114;150
2086;245
2086;245
2078;86
2078;86
2024;106
2024;106
2062;101
2062;101
2110;156
2110;156
2080;118
2080;118
2072;169
2072;169
2094;214
2094;214
2100;168
2100;168
1966;0
1966;0
2072;99
2072;99
2098;170
2098;170
2072;217
2072;217
2086;150
2086;150
2086;150
2086;150
2064;188
2064;188
2048;175
2048;175
2072;208
2072;208
2048;222
2048;222
2058;163
2058;163
2052;181
2052;181
2074;112
2074;112
2086;194
2086;194
2080;199
2080;199
2090;199
2090;199
1962;23
1962;23
2102;223
2102;223
2094;0
2094;0
2062;80
2062;80
2082;42
2082;42
2058;66
2058;66
2088;0
2088;0
2068;228
2068;228
2052;171
2052;171
2052;171
2052;171
2062;145
2062;145
2080;131
2080;131
2080;131
2080;131
2092;0
2092;0
2076;138
2076;138
2076;138
2076;138
1964;0
1964;0
1956;117
1956;117
2044;146
2044;146
2076;184
2076;184
2076;184
2076;184
2106;0
2106;0
2088;286
2088;286
2064;45
2064;45
2046;0
2046;0
2056;205
2056;205
2056;205
2056;205
2074;32
2074;32
2074;32
2074;32
2084;107
2084;107
2070;133
2070;133
2054;0
2054;0
2064;127
2064;127
1946;104
1946;104
2078;0
2078;0
2086;134
2086;134
2096;208
2096;208
2096;208
2096;208
2076;192
2076;192
2098;187
2098;187
2028;267
2028;267
2058;182
2058;182
2068;0
2068;0
2096;265
2096;265
2076;103
2076;103
2066;203
2066;203
2066;203
2066;203
2066;203
2066;203
2066;203
2066;203
1958;0
1958;0
2100;240
2100;240
2086;0
2086;0
2096;132
2096;132
2066;185
2066;185
2100;0
2100;0
2078;272
2078;272
2044;0
2044;0
2062;0
2062;0
2052;145
2052;145
2052;145
2052;145
2086;0
2086;0
2094;0
2094;0
2058;173
2058;173
2066;139
2066;139
2072;167
2072;167
1950;0
1950;0
2096;233
2096;233
2054;131
2054;131
2064;196
2064;196
2086;252
2086;252
2064;176
2064;176
2110;196
2110;196
2064;95
2064;95
2040;0
2040;0
2062;0
2062;0
2038;205
2038;205
2052;0
2052;0
2066;150
2066;150
2054;113
2054;113
2070;180
2070;180
2080;216
2080;216
2058;0
2058;0
1946;87
1946;87
2060;134
2060;134
2070;256
2070;256
2070;256
2070;256
2092;125
2092;125
2066;203
2066;203
2066;203
2066;203
2050;0
2050;0
2050;0
2050;0
2088;180
2088;180
2074;275
2074;275
2074;275
2074;275
2066;125
2066;125
2054;0
2054;0
2068;161
2068;161
2052;156
2052;156
1950;0
1950;0
2054;268
2054;268
2082;141
2082;141
2076;149
2076;149
2088;180
2088;180
2088;180
2088;180
2060;278
2060;278
2066;29
2066;29
2086;220
2086;220
2068;82
2068;82
2092;0
2092;0
2078;180
2078;180
2064;206
2064;206
2064;206
2064;206
2074;253
2074;253
2090;72
2090;72
1956;0
1956;0
2160;502
2160;502
2060;148
2060;148
2060;148
2060;148
2084;174
2084;174
2070;0
2070;0
2060;119
2060;119
2074;0
2074;0
2108;197
2108;197
2026;169
2026;169
2072;128
2072;128
2030;212
2030;212
2052;180
2052;180
2060;199
2060;199
2040;88
2040;88
2052;80
2052;80
1948;0
1948;0
2004;211
2004;211
2090;197
2090;197
2078;0
2078;0
2078;0
2078;0
2114;227
2114;227
2092;281
2092;281
2006;226
2006;226
2050;0
2050;0
2022;68
2022;68
2014;137
2014;137
2056;110
2056;110
2088;168
2088;168
2066;122
2066;122
2060;218
2060;218
2066;125
2066;125
2066;125
2066;125
1944;124
1944;124
2070;169
2070;169
2070;169
2070;169
2062;263
2062;263
2088;0
2088;0
2082;110
2082;110
2076;212
2076;212
2020;0
2020;0
2086;84
2086;84
2058;211
2058;211
2058;211
2058;211
2028;114
2028;114
2044;79
2044;79
2078;191
2078;191
