1,1,1,0,0,8
2,1,1,5,0,8
3,1,1,10,0,7.8
4,1,1,15,0,7.8
5,1,1,20,0,7.8
6,1,1,25,0,7.8
7,1,1,30,0,7.8
8,1,1,35,0,7.8
9,1,1,40,0,7.8
10,1,1,45,0,7.8
11,1,1,50,0,7.8
12,1,1,55,0,7.8
13,1,1,0,1,7.5
14,1,1,5,1,7.8
15,1,1,10,1,7.8
16,1,1,15,1,8
17,1,1,20,1,8.2
18,1,1,25,1,8.2
19,1,1,30,1,8.2
20,1,1,35,1,8.4
21,1,1,40,1,8.4
22,1,1,45,1,8.4
23,1,1,50,1,8.7
24,1,1,55,1,8.7
25,1,1,0,2,8.7
26,1,1,5,2,8.9
27,1,1,10,2,8.9
28,1,1,15,2,8.9
29,1,1,20,2,8.9
30,1,1,25,2,8.9
31,1,1,30,2,8.9
32,1,1,35,2,8.9
33,1,1,40,2,8.9
34,1,1,45,2,8.9
35,1,1,50,2,8.9
36,1,1,55,2,8.9
37,1,1,0,3,8.9
38,1,1,5,3,8.9
39,1,1,10,3,8.9
40,1,1,15,3,8.9
41,1,1,20,3,8.9
42,1,1,25,3,8.7
43,1,1,30,3,8.7
44,1,1,35,3,8.9
45,1,1,40,3,8.9
46,1,1,45,3,8.9
47,1,1,50,3,8.9
48,1,1,55,3,8.7
49,1,1,0,4,8.9
50,1,1,5,4,8.9
51,1,1,10,4,8.9
52,1,1,15,4,8.9
53,1,1,20,4,8.9
54,1,1,25,4,8.9
55,1,1,30,4,9.1
56,1,1,35,4,9.1
57,1,1,40,4,9.1
58,1,1,45,4,9.1
59,1,1,50,4,9.1
60,1,1,55,4,9.1
61,1,1,0,5,9.1
62,1,1,5,5,9.1
63,1,1,10,5,9.1
64,1,1,15,5,9.1
65,1,1,20,5,8.9
66,1,1,25,5,8.9
67,1,1,30,5,8.7
68,1,1,35,5,8.7
69,1,1,40,5,8.7
70,1,1,45,5,8.7
71,1,1,50,5,8.7
72,1,1,55,5,8.7
73,1,1,0,6,8.7
74,1,1,5,6,8.7
75,1,1,10,6,8.7
76,1,1,15,6,8.4
77,1,1,20,6,8.4
78,1,1,25,6,8.4
79,1,1,30,6,8.4
80,1,1,35,6,8.4
81,1,1,40,6,8.4
82,1,1,45,6,8.4
83,1,1,50,6,8.4
84,1,1,55,6,8.4
85,1,1,0,7,8.4
86,1,1,5,7,8.7
87,1,1,10,7,9.1
88,1,1,15,7,9.3
89,1,1,20,7,9.6
90,1,1,25,7,9.6
91,1,1,30,7,9.8
92,1,1,35,7,9.8
93,1,1,40,7,9.8
94,1,1,45,7,9.8
95,1,1,50,7,9.8
96,1,1,55,7,9.8
97,1,1,0,8,9.8
98,1,1,5,8,9.8
99,1,1,10,8,9.8
100,1,1,15,8,9.8
101,1,1,20,8,9.8
102,1,1,25,8,9.8
103,1,1,30,8,9.8
104,1,1,35,8,9.6
105,1,1,40,8,9.6
106,1,1,45,8,9.6
107,1,1,50,8,9.6
108,1,1,55,8,9.6
109,1,1,0,9,9.6
110,1,1,5,9,9.6
111,1,1,10,9,9.6
112,1,1,15,9,9.6
113,1,1,20,9,9.6
114,1,1,25,9,9.8
115,1,1,30,9,9.8
116,1,1,35,9,9.8
117,1,1,40,9,9.8
118,1,1,45,9,9.8
119,1,1,50,9,9.8
120,1,1,55,9,9.8
121,1,1,0,10,9.8
122,1,1,5,10,9.8
123,1,1,10,10,9.8
124,1,1,15,10,9.8
125,1,1,20,10,9.8
126,1,1,25,10,9.8
127,1,1,30,10,9.8
128,1,1,35,10,9.8
129,1,1,40,10,9.8
130,1,1,45,10,9.8
131,1,1,50,10,9.8
132,1,1,55,10,9.8
133,1,1,0,11,10
134,1,1,5,11,10
135,1,1,10,11,10
136,1,1,15,11,10
137,1,1,20,11,10
138,1,1,25,11,10
139,1,1,30,11,10
140,1,1,35,11,10
141,1,1,40,11,10
142,1,1,45,11,10.2
143,1,1,50,11,10.2
144,1,1,55,11,10.2
145,1,1,0,12,10.2
146,1,1,5,12,10.2
147,1,1,10,12,10.2
148,1,1,15,12,10.2
149,1,1,20,12,10.2
150,1,1,25,12,10.2
151,1,1,30,12,10.2
152,1,1,35,12,10.2
153,1,1,40,12,10.2
154,1,1,45,12,10.2
155,1,1,50,12,10.2
156,1,1,55,12,10.2
157,1,1,0,13,10.2
158,1,1,5,13,10.2
159,1,1,10,13,10.5
160,1,1,15,13,10.5
161,1,1,20,13,10.5
162,1,1,25,13,10.5
163,1,1,30,13,10.2
164,1,1,35,13,10.2
165,1,1,40,13,10.2
166,1,1,45,13,10.2
167,1,1,50,13,10
168,1,1,55,13,10
169,1,1,0,14,10
170,1,1,5,14,10
171,1,1,10,14,10
172,1,1,15,14,10
173,1,1,20,14,10
174,1,1,25,14,10
175,1,1,30,14,10
176,1,1,35,14,10
177,1,1,40,14,10
178,1,1,45,14,10
179,1,1,50,14,10
180,1,1,55,14,10
181,1,1,0,15,10
182,1,1,5,15,10
183,1,1,10,15,10
184,1,1,15,15,10
185,1,1,20,15,10
186,1,1,25,15,10
187,1,1,30,15,10.2
188,1,1,35,15,10.2
189,1,1,40,15,10.2
190,1,1,45,15,10.2
191,1,1,50,15,10.2
192,1,1,55,15,10.2
193,1,1,0,16,10.2
194,1,1,5,16,10.2
195,1,1,10,16,10.2
196,1,1,15,16,10.2
197,1,1,20,16,10.2
198,1,1,25,16,10.2
