128;78;0
128;78;0
1158;98;0
1158;98;0
2398;151;0
2398;151;0
2390;171;0
2390;171;0
2390;171;0
2390;171;0
2628;78;0
2628;78;0
2628;78;0
2628;78;0
2622;142;0
2622;142;0
2622;142;0
2622;142;0
2614;180;0
2614;180;0
2614;180;0
2614;180;0
2614;180;0
2614;180;0
2606;164;0
2606;164;0
2600;186;0
2600;186;0
2600;186;0
2600;186;0
2600;186;0
2600;186;0
2600;186;0
2594;114;0
2594;114;0
2594;114;0
2594;114;0
2594;114;0
2594;114;0
2346;138;0
2346;138;0
2346;138;0
2346;138;0
2346;138;0
2346;138;0
2346;138;0
2346;138;0
2338;188;0
2338;188;0
2338;188;0
2338;188;0
2332;206;0
2332;206;0
2332;206;0
2332;206;0
1360;102;0
1360;102;0
1360;102;0
1360;102;0
124;75;0
124;75;0
124;75;0
124;75;0
124;75;0
124;75;0
1124;47;0
1124;47;0
2324;210;0
2324;210;0
2330;0;0
2330;0;0
2390;0;0
2390;0;0
2570;0;0
2570;0;0
2560;221;0
2560;221;0
2568;88;0
2568;88;0
2548;186;0
2548;186;0
2556;131;0
2556;131;0
2556;131;0
2556;131;0
2556;131;0
2556;131;0
2548;133;0
2548;133;0
2542;140;0
2542;140;0
2548;22;0
2548;22;0
2540;112;0
2540;112;0
2540;112;0
2540;112;0
2540;112;0
2540;112;0
2548;0;0
2548;0;0
2304;204;0
2304;204;0
2314;11;0
2314;11;0
2298;209;0
2298;209;0
2312;0;0
2312;0;0
2300;198;0
2300;198;0
2300;198;0
2300;198;0
2300;198;0
2300;198;0
2300;198;0
2300;198;0
1340;146;0
1340;146;0
124;66;0
124;66;0
124;66;0
124;66;0
124;66;0
124;66;0
1102;133;0
1102;133;0
2308;0;0
2308;0;0
2290;224;0
2290;224;0
2304;0;0
2304;0;0
2530;228;0
2530;228;0
2536;0;0
2536;0;0
2530;153;0
2530;153;0
2530;153;0
2530;153;0
2530;153;0
2530;153;0
2530;153;0
2530;153;0
2530;153;0
2522;253;0
2522;253;0
2522;253;0
2522;253;0
2538;0;0
2538;0;0
2526;235;0
2526;235;0
2538;0;0
2538;0;0
2532;138;0
2532;138;0
2526;163;0
2526;163;0
2538;0;0
2538;0;0
2292;235;0
2292;235;0
2304;0;0
2304;0;0
2292;172;0
2292;172;0
2308;0;0
2308;0;0
2300;0;0
2300;0;0
2300;0;0
2300;0;0
2290;197;0
2290;197;0
2298;83;0
2298;83;0
1352;66;0
1352;66;0
1346;143;0
1346;143;0
124;66;0
124;66;0
124;66;0
124;66;0
1096;109;0
1096;109;0
2304;0;0
2304;0;0
2290;197;0
2290;197;0
2296;107;0
2296;107;0
2530;25;0
2530;25;0
2518;247;0
2518;247;0
2532;0;0
2532;0;0
2522;229;0
2522;229;0
2522;229;0
2522;229;0
2532;44;0
2532;44;0
2520;250;0
2520;250;0
2530;0;0
2530;0;0
2518;210;0
2518;210;0
2528;0;0
2528;0;0
2528;0;0
2528;0;0
2528;0;0
2528;0;0
2528;0;0
2528;0;0
2528;0;0
2528;0;0
2520;199;0
2520;199;0
2298;128;0
2298;128;0
2298;128;0
2298;128;0
2292;198;0
2292;198;0
2302;0;0
2302;0;0
2296;187;0
2296;187;0
2306;0;0
2306;0;0
2300;129;0
2300;129;0
1352;152;0
1352;152;0
1360;55;0
1360;55;0
122;70;0
122;70;0
122;70;0
122;70;0
1096;135;0
1096;135;0
2304;0;0
2304;0;0
2298;145;0
2298;145;0
2298;145;0
2298;145;0
2536;0;0
2536;0;0
2524;244;0
2524;244;0
2538;0;0
2538;0;0
2526;222;0
2526;222;0
2532;0;0
2532;0;0
2524;244;0
2524;244;0
2532;157;0
2532;157;0
2522;216;0
2522;216;0
2522;216;0
2522;216;0
2532;0;0
2532;0;0
2532;0;0
2532;0;0
2524;176;0
2524;176;0
2524;176;0
2524;176;0
2524;176;0
2524;176;0
2524;176;0
2524;176;0
2300;0;0
2300;0;0
2300;0;0
2288;249;0
2288;249;0
2300;0;0
2300;0;0
2290;180;0
2290;180;0
2300;0;0
2300;0;0
2290;180;0
2290;180;0
2298;0;0
2298;0;0
2292;167;0
2292;167;0
1356;0;0
1356;0;0
