730.8562469;709.3693695;681.4187469;663.4856262;620.5508423;606.9775085;580.2899933;591.6575012;604.7250061;652.4674988;636.9406128;705.9300079
540.6206284;524.7268829;503.8068771;489.8943787;459.5800018;452.1399994;432.2610016;440.7293701;448.1294937;481.7587509;471.1499939;522.1815109
495.8050003;481.2275009;459.7949982;441.0806274;414.9749985;410.4950027;392.4454956;400.1318741;404.8684998;433.7543716;432.0925064;478.8934937
482.6399994;468.4518738;447.5893707;429.3737488;399.4091644;386.5768738;369.5804977;376.8193665;388.7989960;422.2450027;420.6218719;466.1800003
490.4762573;476.0556335;455.5381165;438.8374939;410.7858276;402.4537506;384.7585068;392.2943726;400.3765030;431.5506210;427.4487457;473.7470016
587.6306152;570.3537521;545.3618698;524.2649918;493.4916611;488.6331253;467.1489944;476.2993698;481.5194855;515.5581284;512.1193771;567.5874939
1129.1906280;1095.9925080;1025.5993500;925.7449951;852.0166626;807.3812408;771.8809967;786.9993744;827.5984955;910.3699951;984.0906067;1090.6799930
1622.1756290;1574.4824830;1463.0731200;1292.3543700;1169.3983150;1069.8412480;1022.8020170;1042.8368680;1131.9305110;1270.8925170;1413.7237240;1566.8470150
1673.5725100;1624.3687440;1519.3587650;1369.5625310;1251.2283330;1167.9794010;1116.6249690;1138.4968870;1213.5435180;1346.8193360;1458.5180970;1616.4924930
1544.4499820;1499.0431210;1426.9106140;1354.3706360;1248.9466860;1188.1849980;1135.9425050;1158.1925050;1213.6384890;1331.8769230;1345.9874880;1491.7744750
1457.0106200;1414.1756290;1356.4843750;1315.5174870;1211.1208500;1148.3943480;1097.8999940;1119.4043880;1176.4900210;1293.6699830;1269.7837220;1407.3185420
1483.3362430;1439.7275090;1377.7575070;1327.4712520;1226.2649840;1170.6606140;1119.1855470;1141.1093750;1192.0170290;1305.4274900;1292.7262880;1432.7464900
1638.4725340;1590.3006290;1528.4362490;1490.3543700;1372.2099910;1301.3762820;1244.1545100;1268.5243840;1332.9955140;1465.6049800;1427.9268800;1582.5885010
1623.1143800;1575.3949890;1507.1612550;1451.0037540;1333.2858280;1259.3168640;1203.9450070;1227.5268550;1294.6524960;1426.9075320;1414.5437620;1567.7554930
1446.0431210;1403.5268860;1334.5924990;1262.9668880;1157.2275090;1086.7468870;1038.9640050;1059.3137360;1123.0460210;1241.9924930;1260.2250060;1396.7219540
1314.0993960;1275.4649960;1207.8887630;1129.7206120;1037.7383270;979.5375061;936.4674988;954.8100128;1007.6049960;1110.9587400;1145.2362670;1269.2800290
1319.1137390;1280.3306270;1191.5393680;1057.4937130;981.7574921;946.5493622;904.9294891;922.6543732;955.3010101;1039.9331360;1149.6056520;1274.1234740
1612.7718810;1565.3581240;1420.0900270;1158.8612370;1066.4141850;1010.2556000;965.8369904;984.7543640;1035.8240050;1139.6149900;1405.5293580;1557.7659910
2083.1906740;2021.9443360;1819.5587460;1443.0343630;1298.0274960;1172.5156250;1120.9620060;1142.9162600;1254.8854980;1419.0712590;1815.4981080;2012.1394650
2344.8825070;2275.9425050;2072.3549500;1712.7624820;1530.2691650;1361.9900210;1302.1054990;1327.6093750;1477.3100280;1684.3181150;2043.5631100;2264.9064330
2108.8874820;2046.8887330;1900.4230960;1674.1587520;1510.6250000;1373.7431340;1313.3394780;1339.0643620;1461.3665160;1646.3556520;1837.8955990;2036.9630130
1767.2787780;1715.3225100;1633.8331300;1553.6156310;1410.3458250;1299.1080930;1241.9865110;1266.3137510;1366.0690000;1527.8137820;1540.1831360;1707.0039980
1462.6524960;1419.6499630;1370.2981570;1351.8787230;1248.6391600;1191.6893620;1139.2944950;1161.6081240;1213.7324830;1329.4281310;1274.6993710;1412.7674870
1083.1212460;1051.2762600;1014.0812680;998.7187500;937.8000183;924.2812500;883.6419983;900.9487457;914.6095123;982.1306305;943.9400024;1046.1810000
729.9790955;706.4839478;684.6589508;673.0486450;636.3363647;604.1372833;579.8819656;592.7021179;607.4622955;651.2253723;641.6800079;696.8175049
539.9716110;522.5924988;506.1229172;496.9548187;472.5434036;450.0254135;431.9569626;441.5074921;450.5683289;480.8412552;474.6556244;515.4419403
495.2091064;479.2697983;461.1762466;447.4355774;427.7702332;408.5727005;392.1685715;400.8392258;407.4229202;432.9283905;435.3077164;472.7122269
482.0619659;466.5456238;448.9345856;435.5613480;407.5749969;384.7677155;369.3207169;377.4857712;389.9168701;421.4392929;423.7512436;460.1619415
489.8880386;474.1195831;457.1314545;445.1623077;421.5529480;400.5693741;384.4867935;392.9878845;402.2914581;430.7283859;430.6297989;467.6325073
586.9262390;568.0343857;547.1347809;531.8201828;508.9356842;486.3468704;466.8207169;477.1421204;484.6325073;514.5757141;515.9306107;560.2627716
1127.8371430;1091.5345760;1021.6037750;939.0853882;861.0252380;803.6014709;771.3376923;788.3915405;827.2608490;908.6357269;991.4114532;1076.6022490
1620.2289430;1568.0774840;1453.9297790;1310.9798280;1163.1138610;1064.8335570;1022.0812380;1044.6788640;1125.4312440;1268.4719540;1424.2431640;1546.6252750
1671.5657350;1617.7612610;1513.2131350;1389.3005370;1255.8411560;1162.5131230;1115.8396300;1140.5098270;1210.2583010;1344.2527160;1469.3695680;1595.6288760
1542.5983890;1492.9454350;1429.4373170;1373.8896180;1264.4281920;1182.6231380;1135.1434020;1160.2396240;1213.8787540;1329.3410950;1356.0022890;1472.5213930
1455.2640690;1408.4216920;1362.2948000;1334.4763490;1224.2806700;1143.0185550;1097.1268010;1121.3838500;1176.1231080;1291.2060550;1279.2320860;1389.1539000
1481.5578610;1433.8697810;1382.6035460;1346.6034240;1243.4400020;1165.1812740;1118.4000240;1143.1271360;1192.8916630;1302.9400330;1302.3462520;1414.2533570
1636.5068050;1583.8306270;1535.9679260;1511.8338320;1387.2338870;1295.2843630;1243.2791140;1270.7674870;1332.6172790;1462.8139340;1438.5520940;1562.1627810
1621.1683650;1568.9860530;1512.3208310;1471.9155580;1345.3777160;1253.4212650;1203.0973210;1229.6965330;1293.4735410;1424.1891170;1425.0687870;1547.5213930
1444.3073430;1397.8193970;1336.4962460;1281.1684270;1164.6645510;1081.6606450;1038.2323300;1061.1874850;1121.0337520;1239.6265870;1269.6016540;1378.6950380
1312.5237730;1270.2762760;1207.9858090;1146.0021360;1046.8445740;974.9518738;935.8075104;956.4980927;1006.5885470;1108.8434140;1153.7579350;1252.8977970
1317.5316160;1275.1237490;1184.6998290;1072.7344060;1000.0409090;942.1179199;904.2916107;924.2857819;957.4670868;1037.9521480;1158.1604000;1257.6783450
1610.8378600;1558.9891660;1399.5802000;1175.5625000;1077.5499880;1005.5272980;965.1569672;986.4955750;1035.3552250;1137.4460450;1415.9883420;1537.6611330
2080.6924740;2013.7187500;1788.1896060;1463.8309330;1283.7447810;1167.0278930;1120.1726680;1144.9388430;1245.3091740;1416.3671570;1829.0075070;1986.1705320
2342.0692750;2266.6842040;2045.0598140;1737.4463810;1503.5377200;1355.6150210;1301.1896360;1329.9573060;1462.8185420;1681.1110840;2058.7689820;2235.6734010
2106.3597720;2038.5612490;1887.9964290;1698.2864990;1498.4750060;1367.3131410;1312.4162290;1341.4317320;1451.6681520;1643.2205510;1851.5710140;2010.6722110
1765.1605530;1708.3441770;1637.0721130;1576.0053710;1407.0674740;1293.0264590;1241.1128850;1268.5527040;1359.6235350;1524.9044800;1551.6431270;1684.9730530
1460.8978580;1413.8747860;1378.9647830;1371.3620910;1265.9667970;1186.1127010;1138.4914250;1163.6624760;1214.5698240;1326.8973080;1284.1856380;1394.5319520
1081.8224790;1047.0010380;1020.2841800;1013.1105650;965.0625000;919.9554138;883.0203552;902.5432739;919.8462372;980.2608948;950.9624786;1032.6772460
730.5981293;713.4024963;687.9149933;671.1268616;633.8135071;601.4143753;579.4250031;592.8799973;611.4343719;644.8118744;646.4025116;707.3656311
540.4287643;527.7100067;508.6099930;495.5349960;470.5105057;447.9981232;431.6156235;441.6389999;453.5150070;476.1056213;478.1500015;523.2450027
495.6287460;483.9618759;464.1762543;446.1593704;425.7930069;406.7318726;391.8587418;400.9589996;410.0856247;428.6650009;438.5106201;479.8693771
482.4700012;471.1150055;451.8543701;434.3181229;406.2095032;383.0331192;369.0293808;377.5984955;392.4687500;417.2881317;426.8700027;467.1287537
490.3018723;478.7625046;459.8800049;443.8918686;419.8410034;398.7643814;384.1837463;393.1034927;404.9225006;426.4868774;433.7993774;474.7125015
587.4237518;573.5975113;550.5593719;530.3024979;506.5559921;484.1543655;466.4524994;477.2839966;487.7987518;509.5081253;519.7268753;568.7431183
1128.7912600;1102.2256010;1035.3512730;936.4056244;859.2040100;799.9806213;770.7299957;788.6244965;832.6831207;899.6868744;998.7087402;1092.8975220
1621.6006160;1583.4343870;1476.9749760;1307.2387390;1163.0289920;1060.0350040;1021.2762450;1044.9904940;1132.8206480;1255.9793700;1434.7243960;1570.0356140
1672.9812320;1633.6037290;1533.8056340;1385.3350220;1254.2800290;1157.2756350;1114.9599910;1140.8494870;1218.1950070;1331.0143740;1480.1843870;1619.7825320
1543.9043880;1507.5662540;1440.5043640;1369.9693600;1261.4605100;1177.2950130;1134.2487790;1160.5850220;1221.8306580;1316.2487180;1365.9830930;1494.8087460
1456.4956360;1422.2144170;1369.4162600;1330.6681210;1221.6449890;1137.8687740;1096.2644040;1121.7174990;1183.8287660;1278.4893490;1288.6468510;1410.1812440
1482.8131410;1447.9137570;1390.8906250;1342.7600100;1240.2709960;1159.9319150;1117.5180970;1143.4670100;1200.7056270;1290.1062320;1311.9306340;1435.6612550
1637.8918760;1599.3418580;1543.0131230;1507.5175170;1384.2309880;1289.4493710;1242.3000180;1271.1460270;1341.3481140;1448.4055790;1449.1381230;1585.8087460
1622.5393980;1584.3524780;1521.5256350;1467.7143860;1342.7860410;1247.7749940;1202.1493840;1230.0629880;1301.9524840;1410.1624450;1435.5562440;1570.9468990
1445.5299990;1411.5081180;1347.3062440;1277.5112300;1162.8115230;1076.7874760;1037.4149780;1061.5029750;1128.3825070;1227.4175110;1278.9462280;1399.5656430
1313.6337590;1282.7168580;1219.3887330;1142.7312620;1044.8659820;970.5581207;935.0724945;956.7825012;1013.1856230;1097.9225160;1162.2493900;1271.8637390
1318.6481320;1287.6105960;1202.8618470;1069.6730960;996.9165192;937.8737488;903.5800018;924.5609894;963.7343903;1027.7300260;1166.6843870;1276.7162170
1612.2006230;1574.2568970;1433.5475160;1172.2056270;1075.2875210;1000.9981230;964.3962555;986.7910156;1042.1400150;1126.2418820;1426.4093930;1560.9362490
2082.4525150;2033.4399720;1836.7881770;1459.6531070;1284.5969850;1161.7699890;1119.2906190;1145.2805180;1253.4912720;1402.4174500;1842.4700010;2016.2349850
2344.0512700;2288.8824460;2092.0031740;1732.4862370;1505.8250120;1349.5081180;1300.1649780;1330.3519900;1472.4400020;1664.5531010;2073.9205930;2269.5143430
2108.1431580;2058.5256040;1918.4787600;1693.4399720;1498.8885190;1361.1537780;1311.3837590;1341.8305050;1461.2037050;1627.0368650;1865.2000120;2041.1087340
1766.6543880;1725.0743710;1649.3999940;1571.5081180;1406.4075010;1287.2018740;1240.1350100;1268.9304810;1368.5481260;1509.8862610;1563.0624690;1710.4768370
