133;133;133;133;133;168.4;205.9;160.7;160.7;160.7;160.7;160.7;183.7;209;152.8;152.8;152.8;152.8;152.8;183.1;207
134.8;134.8;134.8;134.8;134.8;169.8;198.9;162.3;162.3;162.3;162.3;162.3;183.9;202.3;154.8;154.8;154.8;154.8;154.8;183.9;198.9
134.2;134.2;134.2;134.2;134.2;169.4;189.6;160.5;160.5;160.5;160.5;160.5;182.1;192.4;153.2;153.2;153.2;153.2;153.2;182.7;187.6
131.7;131.7;131.7;131.7;131.7;167.6;178.7;156.1;156.1;156.1;156.1;156.1;178.7;180.9;148.9;148.9;148.9;148.9;148.9;179.8;174.6
128;128;128;128;128;164.8;167.3;150.2;150.2;150.2;150.2;150.2;174.1;169.2;143.2;143.2;143.2;143.2;143.2;175.8;161.7
124;124;124;124;124;161.5;156.5;144;144;144;144;144;169;159;137.3;137.3;137.3;137.3;137.3;171.5;150.6
120.2;120.2;120.2;120.2;120.2;158.1;147;138.4;138.4;138.4;138.4;138.4;163.7;151.4;132.4;132.4;132.4;132.4;132.4;167.2;142.8
116.8;116.8;116.8;116.8;116.8;154.9;138.9;133.6;133.6;133.6;133.6;133.6;158.9;146;128.4;128.4;128.4;128.4;128.4;163.1;137.6
113.7;113.7;113.7;113.7;113.7;151.8;132.1;129.4;129.4;129.4;129.4;129.4;154.6;141.6;124.8;124.8;124.8;124.8;124.8;159.2;133.9
110.7;110.7;110.7;110.7;110.7;149;126.5;125.7;125.7;125.7;125.7;125.7;151.5;137.3;121.5;121.5;121.5;121.5;121.5;155.6;130.7
107.9;107.9;107.9;107.9;107.9;146.5;122;122.4;122.4;122.4;122.4;122.4;149.6;132.4;118.1;118.1;118.1;118.1;118.1;152.3;127.1
105.5;105.5;105.5;105.5;105.5;144.4;118.1;119.6;119.6;119.6;119.6;119.6;148.6;127;114.8;114.8;114.8;114.8;114.8;149.5;123.1
103.5;103.5;103.5;103.5;103.5;142.7;114.8;117.4;117.4;117.4;117.4;117.4;148;121.6;111.7;111.7;111.7;111.7;111.7;147.2;119
102.4;102.4;102.4;102.4;102.4;141.5;111.5;115.7;115.7;115.7;115.7;115.7;147.3;116.5;109;109;109;109;109;145.7;114.9
102.2;102.2;102.2;102.2;102.2;140.9;108.3;114.6;114.6;114.6;114.6;114.6;146.2;112.2;106.9;106.9;106.9;106.9;106.9;145;111
103.2;103.2;103.2;103.2;103.2;141.7;105.9;114.2;114.2;114.2;114.2;114.2;145;108.9;105.7;105.7;105.7;105.7;105.7;145.4;107.7
105.6;105.6;105.6;105.6;105.6;144.9;105.2;114.6;114.6;114.6;114.6;114.6;144.1;106.7;105.5;105.5;105.5;105.5;105.5;146.7;105.6
109.9;109.9;109.9;109.9;109.9;151.5;107.4;115.7;115.7;115.7;115.7;115.7;144;105.7;106.5;106.5;106.5;106.5;106.5;149;104.9
116;116;116;116;116;161.9;112.9;117.6;117.6;117.6;117.6;117.6;144.9;106.1;109.1;109.1;109.1;109.1;109.1;152.3;106
123.7;123.7;123.7;123.7;123.7;174.6;120.9;120.3;120.3;120.3;120.3;120.3;146.9;107.7;113.1;113.1;113.1;113.1;113.1;156.4;108.8
132.6;132.6;132.6;132.6;132.6;187.4;130;123.9;123.9;123.9;123.9;123.9;150;110.4;118.3;118.3;118.3;118.3;118.3;161.5;113.2
142.3;142.3;142.3;142.3;142.3;198.1;139;128.2;128.2;128.2;128.2;128.2;154;114;124.8;124.8;124.8;124.8;124.8;167.3;119
152.4;152.4;152.4;152.4;152.4;205.2;146.8;133.2;133.2;133.2;133.2;133.2;158.8;118.3;132.4;132.4;132.4;132.4;132.4;173.7;126
162.2;162.2;162.2;162.2;162.2;209.1;153.5;138.9;138.9;138.9;138.9;138.9;164;123.4;140.6;140.6;140.6;140.6;140.6;180.4;133.7
171.2;171.2;171.2;171.2;171.2;211.1;159.7;145.1;145.1;145.1;145.1;145.1;169.2;129.2;149.1;149.1;149.1;149.1;149.1;186.7;141.5
178.9;178.9;178.9;178.9;178.9;212.2;165.6;151.5;151.5;151.5;151.5;151.5;174;135.7;157.3;157.3;157.3;157.3;157.3;192.3;149
184.7;184.7;184.7;184.7;184.7;213.2;171.5;157.9;157.9;157.9;157.9;157.9;177.8;142.8;164.9;164.9;164.9;164.9;164.9;196.5;155.5
188.2;188.2;188.2;188.2;188.2;213;176.4;163.8;163.8;163.8;163.8;163.8;180.5;149.8;171.1;171.1;171.1;171.1;171.1;199;160.6
188.9;188.9;188.9;188.9;188.9;210.4;179.1;168.3;168.3;168.3;168.3;168.3;181.8;155.7;175.2;175.2;175.2;175.2;175.2;199.4;163.6
186.4;186.4;186.4;186.4;186.4;203.9;178.1;170.6;170.6;170.6;170.6;170.6;181.4;159.8;176.5;176.5;176.5;176.5;176.5;197.3;164
180.7;180.7;180.7;180.7;180.7;192.9;172.9;170.4;170.4;170.4;170.4;170.4;179.3;161.4;174.5;174.5;174.5;174.5;174.5;192.4;161.5
172.7;172.7;172.7;172.7;172.7;179;164.7;168.3;168.3;168.3;168.3;168.3;175.7;160.8;170.5;170.5;170.5;170.5;170.5;185.2;157.1
163.9;163.9;163.9;163.9;163.9;164.4;155.6;165.3;165.3;165.3;165.3;165.3;171;159;165.7;165.7;165.7;165.7;165.7;176.6;152.2
155.6;155.6;155.6;155.6;155.6;151.5;147.3;162.3;162.3;162.3;162.3;162.3;165.6;156.5;161.5;161.5;161.5;161.5;161.5;167.3;148.2
148.9;148.9;148.9;148.9;148.9;141.9;141.4;160.1;160.1;160.1;160.1;160.1;160.1;153.9;158.9;158.9;158.9;158.9;158.9;157.9;145.9
143.4;143.4;143.4;143.4;143.4;135.3;137.2;158.4;158.4;158.4;158.4;158.4;155.1;151.5;157.2;157.2;157.2;157.2;157.2;149.5;144.7
138.4;138.4;138.4;138.4;138.4;131;133.7;156.8;156.8;156.8;156.8;156.8;151.1;149.3;155.4;155.4;155.4;155.4;155.4;142.9;143.6
133.2;133.2;133.2;133.2;133.2;128.2;129.8;154.8;154.8;154.8;154.8;154.8;149;147.3;152.3;152.3;152.3;152.3;152.3;139;141.5
127.2;127.2;127.2;127.2;127.2;126.1;124.8;151.9;151.9;151.9;151.9;151.9;148.9;145.4;147.2;147.2;147.2;147.2;147.2;138.3;137.5
120.5;120.5;120.5;120.5;120.5;124.1;118.6;147.9;147.9;147.9;147.9;147.9;149.6;143;140.3;140.3;140.3;140.3;140.3;139.2;131.8
113.3;113.3;113.3;113.3;113.3;121.6;111.6;142.5;142.5;142.5;142.5;142.5;149.4;139.2;132.1;132.1;132.1;132.1;132.1;139.5;124.7
105.7;105.7;105.7;105.7;105.7;118.2;104;135.7;135.7;135.7;135.7;135.7;146.5;133.2;123.2;123.2;123.2;123.2;123.2;137.3;116.5
98;98;98;98;98;113.4;96.2;127.2;127.2;127.2;127.2;127.2;139.8;124.4;114;114;114;114;114;131.1;107.6
90.2;90.2;90.2;90.2;90.2;107.4;88.4;117.5;117.5;117.5;117.5;117.5;130.3;113.8;104.8;104.8;104.8;104.8;104.8;121.9;98.4
82.5;82.5;82.5;82.5;82.5;100.8;80.7;107.1;107.1;107.1;107.1;107.1;119.5;102.5;95.6;95.6;95.6;95.6;95.6;111.5;89.2
74.9;74.9;74.9;74.9;74.9;94.1;73.2;96.5;96.5;96.5;96.5;96.5;109;91.6;86.6;86.6;86.6;86.6;86.6;101.5;80.7
