0.003508911;0.003508911;0.003508911;0.003508911;0.003508911;0.006584469;0.006584469
0.002259036;0.002259036;0.002259036;0.002259036;0.002259036;0.004659276;0.004659276
0.002259036;0.002259036;0.002259036;0.002259036;0.002259036;0.003259136;0.003259136
0.002259036;0.002259036;0.002259036;0.002259036;0.002259036;0.004006893;0.003259136
0.002259036;0.002259036;0.002259036;0.002259036;0.002259036;0.004006893;0.003259136
0.004823746;0.004823746;0.004823746;0.004823746;0.004823746;0.007223986;0.007223986
0.013728866;0.013728866;0.013728866;0.013728866;0.013728866;0.016679299;0.016679299
0.019616318;0.019616318;0.019616318;0.019616318;0.019616318;0.028045914;0.020942225
0.031725156;0.031725156;0.031725156;0.031725156;0.031725156;0.037095238;0.028976594
0.048628923;0.048628923;0.048628923;0.048628923;0.048628923;0.042928977;0.036680721
0.083026088;0.083026088;0.083026088;0.083026088;0.083026088;0.066043171;0.068299518
0.085003372;0.085003372;0.085003372;0.085003372;0.085003372;0.075745507;0.077252728
0.082051587;0.082051587;0.082051587;0.082051587;0.082051587;0.081162366;0.090913581
0.09176185;0.09176185;0.09176185;0.09176185;0.09176185;0.078464058;0.079598871
0.099621817;0.099621817;0.099621817;0.099621817;0.099621817;0.081535888;0.07220659
0.067315314;0.067315314;0.067315314;0.067315314;0.067315314;0.085908058;0.058484561
0.049845136;0.049845136;0.049845136;0.049845136;0.049845136;0.05457739;0.056215459
0.048655426;0.048655426;0.048655426;0.048655426;0.048655426;0.065816452;0.068350832
0.058137302;0.058137302;0.058137302;0.058137302;0.058137302;0.061127677;0.066410692
0.056262302;0.056262302;0.056262302;0.056262302;0.056262302;0.059780544;0.066536891
0.041642549;0.041642549;0.041642549;0.041642549;0.041642549;0.052716212;0.0497182
0.045204998;0.045204998;0.045204998;0.045204998;0.045204998;0.036554915;0.050552786
0.036865263;0.036865263;0.036865263;0.036865263;0.036865263;0.029215259;0.039953891
0.023538932;0.023538932;0.023538932;0.023538932;0.023538932;0.016862421;0.023981422
