12.57;12.57;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
12.57;12.57;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
12.57;12.57;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
12.57;12.57;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
12.57;12.57;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
12.57;12.57;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
12.57;12.57;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
12.57;12.57;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
12.57;12.57;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
12.57;12.57;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
12.57;12.57;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
12.57;12.57;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
12.57;12.57;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
12.57;12.57;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
12.57;12.57;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;12.57;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;12.57;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;12.57;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;12.57;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;12.57;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;12.57;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;12.57;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;12.57;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;12.57;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;12.57;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;12.57;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;12.57;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;12.57;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;12.57;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;12.57;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;0;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;0;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;0;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;0;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;0;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;0;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;0;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;0;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;0;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;0;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;0;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;0;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;0;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;0;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;0;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;0;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;0;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;0;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;0;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;0;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;0;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;0;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;0;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;0;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;0;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
0;0;3.1425;3.1425;3.1425;3.1425;3.1425;12.57
