0.007699881;0.007699881;0.007699881;0.007699881;0.007699881;0.010665044;0.010962028
0.005589581;0.005589581;0.005589581;0.005589581;0.005589581;0.009219207;0.007511373
0.005090179;0.005090179;0.005090179;0.005090179;0.005090179;0.008099095;0.007693867
0.005090179;0.005090179;0.005090179;0.005090179;0.005090179;0.005890259;0.006792063
0.007170342;0.007170342;0.007170342;0.007170342;0.007170342;0.007970422;0.008371223
0.010292171;0.010292171;0.010292171;0.010292171;0.010292171;0.012212363;0.012613164
0.019722238;0.019722238;0.019722238;0.019722238;0.019722238;0.021103383;0.021798955
0.027796891;0.027796891;0.027796891;0.027796891;0.027796891;0.029176222;0.027469887
0.047449108;0.047449108;0.047449108;0.047449108;0.047449108;0.046372481;0.045066227
0.051820451;0.051820451;0.051820451;0.051820451;0.051820451;0.055780182;0.052579589
0.052254322;0.052254322;0.052254322;0.052254322;0.052254322;0.056612385;0.054823446
0.053236816;0.053236816;0.053236816;0.053236816;0.053236816;0.058165151;0.055473812
0.047385964;0.047385964;0.047385964;0.047385964;0.047385964;0.046121855;0.04982766
0.053880254;0.053880254;0.053880254;0.053880254;0.053880254;0.053198551;0.049305616
0.068169023;0.068169023;0.068169023;0.068169023;0.068169023;0.068503157;0.069129192
0.065902452;0.065902452;0.065902452;0.065902452;0.065902452;0.062890259;0.059192812
0.046421256;0.046421256;0.046421256;0.046421256;0.046421256;0.043250346;0.046662189
0.045199605;0.045199605;0.045199605;0.045199605;0.045199605;0.049591614;0.051593517
0.068718451;0.068718451;0.068718451;0.068718451;0.068718451;0.065164974;0.071277332
0.081062374;0.081062374;0.081062374;0.081062374;0.081062374;0.069720589;0.070332853
0.09462349;0.09462349;0.09462349;0.09462349;0.09462349;0.082617196;0.082430441
0.081026569;0.081026569;0.081026569;0.081026569;0.081026569;0.079722835;0.080133376
0.035849943;0.035849943;0.035849943;0.035849943;0.035849943;0.036839766;0.037145428
0.018548461;0.018548461;0.018548461;0.018548461;0.018548461;0.021112666;0.021813949
